trip,Distance,TotalWork[J],CO2[kg],Fuel[l],total_distance_km,fuel_per_km,co2_per_km,efficiency_j_per_m,Extra-High,High,Low,Medium
2022_07_12_rg.jeep_07_46_07_58_8e315071-cb5a-4ce5-aacf-6844e5604144.csv,5629.2792,2905881.999999997,0.6021372871863588,0.2260275102050776,5.6292792,0.040152122887256614,0.10696525537165733,516.20854051794,0.0,12.792756841764042,37.83715684238935,49.37008631584662
2022_07_12_rg.samsung_07_46_07_58_2eca8f6d-d6b6-45bc-aa4a-7cd5615d0b0b.csv,5759.2085,2917168.1999999965,0.6044759374999772,0.226905381944423,5.7592085,0.039398709378975084,0.10495816178559557,506.52241536315216,0.0,12.847425127949439,36.424447560806314,50.72812731124424
2023_04_26_Passat Variant TSI_17_00_17_12_4c829027-88d5-4944-8ca2-88e819caf971.csv,13349.78963,6042362.0139999995,1.8674988600101876,0.7716937438058447,13.34978963,0.05780568572194382,0.1398897594471073,452.6185192028378,82.69352526119171,7.152172629404947,4.791970418488161,5.362331690915193
2023_06_15_Passat Variant TSI_12_23_12_39_82f5a8fb-d4f8-4b04-b87b-401c6d7cb98d.csv,10758.79128,4218842.502,1.3039078997241047,0.5388049172413452,10.758791279999999,0.05008043219901048,0.12119464592160996,392.129784118277,26.01965153096641,37.9660678759817,14.09991104502587,21.914369548026034
2023_06_17_Passat Variant TSI_15_30_15_43_306983fe-4a4c-4228-9c17-503d5d4228bb.csv,10183.52106,4441924.568,1.3728553581813256,0.5672956025542483,10.183521059999999,0.05570721553103444,0.13481146158510776,436.18749760802285,48.461542239890065,21.304951275860574,11.439872153610493,18.793634330638877
2023_07_01_Passat Variant TSI_16_28_16_41_7a0ecab1-d3d9-40fa-927b-2e5e82ab9a99.csv,9580.09271,4219653.49,1.3041585499105735,0.5389084916985671,9.58009271,0.056252951616641206,0.136132142912276,440.4606111583235,44.359904738333164,20.081407959568693,9.619591562386873,25.939095739711266
2024_06_14_Passat Variant TSI_10_14_10_28_abb4c15a-83dc-4376-9711-1b718843ee98.csv,10978.06768,4600669.86,1.4219183986206825,0.5875695862068898,10.97806768,0.05352213188458771,0.12952355916070307,419.0782926563266,47.84998492558027,17.797900294963384,12.36602432751626,21.986090451940083
2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,7197.01105,7207310.624,2.2275468339821045,0.920473898339704,7.19701105,0.12789669099364576,0.3095099922046256,1001.4310904802626,60.862499856798195,12.90791168091926,7.340780031176969,18.888808431105574
