Time[ms],Latitude,Longitude,Speed[m/s],Distance,Altitude[m],Accuracy[m],Flag,Acceleration[m/s^2],AccWork[J],AeroWork[J],GradeWork[J],RollWork[J],StandStillWork[J],TotalWork[J],StandStillTime[s],Fuel[l],CO2[kg],AccECE[%],AeroECE[%],STSECE[%],WorkECE[%]
1760535964974,12.5362617,-70.0517117,8.94,8.931059999999999,9.250861792430673,1.9,0,0.03003003003002939,1686,1890,18562.92130740321,4415,0,26553.92130740321,0,0.0013519225168725157,0.003601521584948382,161.95931982368597,45.26778227270588,0,67.39757767993467
1760535965974,12.536345,-70.0517133,8.79,8.79,8.951208971352372,1.9,0,-0.15000000000000036,-8378,1798,-18519.443301102205,4345,0,0,0,0,0,152.74079874809195,45.498109669583,0,64.36806232638132
1760535966974,12.5364267,-70.0517183,8.78,8.78,9.651541517555525,1.9,0,-0.009999999999999787,-554,1792,43282.652352993486,4341,0,48861.652352993486,0,0.0024876615119437053,0.006627130267818031,144.5151953820624,45.67944573155472,0,63.20736727729002
1760535967974,12.5365133,-70.0517217,9.14,9.14,9.75189874913298,1.9,0,0.3600000000000012,20321,2022,6202.377983181439,4519,0,33064.37798318144,0,0.0016833851612486474,0.004484538069566397,146.68851315704282,45.99806192599837,0,67.86863764442998
1760535968974,12.5365967,-70.0517167,9.43,9.43,9.352262739372259,1.9,0,0.28999999999999915,16963,2221,-24698.704311241854,4662,0,0,0,0,0,146.79152107205516,46.40972162548563,0,64.93229525078907
1760535969974,12.5366733,-70.051705,9.41,9.41,8.452614244058154,1.9,0,-0.019999999999999574,-1187,2207,-55600.97595589766,4652,0,0,0,0,0,139.44557928386394,46.74623468149524,0,62.24293422771444
1760535970974,12.5367617,-70.0517,9.73,9.73,7.552999859580204,1.9,0,0.3200000000000003,19293,2439,-55598.86780389072,4810,0,0,0,0,0,140.58098513534486,47.185475121649276,0,59.65882572869721
1760535971974,12.5368533,-70.0516967,9.71,9.71,7.253395219634118,1.9,0,-0.019999999999999574,-1225,2424,-18516.465562587946,4800,0,0,0,0,0,133.94662081575274,47.550600825667956,0,57.28324123306172
1760535972974,12.53694,-70.051695,9.74,9.74,7.15376628185528,1.9,0,0.02999999999999936,1838,2447,-6157.367241545564,4815,0,2942.632758454436,0,0.00014981634685842473,0.00039911074803084353,128.5782162156946,47.8770777290337,0,57.11320717073966
1760535973974,12.5370283,-70.0516867,9.9,9.9,6.4541601981293155,1.9,0,0.16000000000000014,9898,2570,-43237.75479251576,4894,0,0,0,0,0,126.48551561305214,48.226839802006886,0,54.949527543032985
1760535974975,12.5371183,-70.0516767,10.16,10.17016,5.7545656920107895,1.9,0,0.25974025974025955,16429,2780,-43237.039261643265,5028,0,0,0,0,0,126.65588166566017,48.64252842765679,0,52.87293819901105
1760535975974,12.5372133,-70.05166,10.57,10.55943,4.755008812895301,1.9,0,0.41041041041041054,26772,3124,-61775.61379997451,5220,0,0,0,0,0,129.98844255440693,49.18957017334013,0,50.85127400831968
1760535976974,12.5373083,-70.0516467,10.84,10.84,4.255444128730279,1.9,0,0.2699999999999996,18209,3373,-30874.5961754509,5359,0,0,0,0,0,130.1382135928052,49.79528865369436,0,48.91361178445862
1760535977975,12.5374133,-70.051635,10.6,10.610599999999998,4.155918455946658,1.9,0,-0.23976023976024,-16209,3157,-6150.985155046109,5246,0,0,0,0,0,124.86087981076008,50.21947822555774,0,47.16202445485769
1760535978974,12.5375117,-70.0516167,10.82,10.80918,4.056381039319469,1.9,0,0.22022022022022086,14844,3351,-6151.710959810187,5344,0,17387.28904018981,0,0.000885227732984574,0.002358246680670905,124.21961687830647,50.68326262649979,0,49.682847315166015
1760535979974,12.5376067,-70.0516017,10.84,10.84,4.556821586170933,1.9,0,0.019999999999999574,1364,3373,30928.727117061077,5359,0,41024.72711706108,0,0.0020886652368982705,0.005564204191096993,119.81711296142741,51.1014008557349,0,49.70928008345032
1760535980975,12.5377083,-70.051585,10.93,10.940929999999998,4.95729473594163,1.9,0,0.08991008991008978,6171,3462,24750.442075278388,5409,0,39792.44207527839,0,0.0020259267104145483,0.005397068756544357,116.9882035749436,51.50736712031077,0,50.533831045256015
1760535981974,12.537805,-70.0515683,10.78,10.769219999999999,5.057747409457427,1.9,0,-0.1501501501501505,-10258,3314,6208.276581296783,5324,0,4588.276581296783,0,0.00023359993998945004,0.000622310240131895,112.82544503838045,51.81372566200027,0,48.914954038381204
1760535982974,12.5379067,-70.05156,11.21,11.21,6.158201461555247,1.9,0,0.4300000000000015,29785,3731,68011.36178180159,5542,0,107069.36178180159,0,0.005451152746303842,0.014521870916153437,116.24891051347825,52.241703954722794,0,53.39417950038502
1760535983974,12.53801,-70.0515383,11.09,11.09,6.458695234730044,1.9,0,-0.120000000000001,-8430,3612,18571.416663521948,5483,0,19236.416663521948,0,0.000979371164442914,0.002609044782075923,112.25041697794327,52.58187544546434,0,51.824335971999645
1760535984974,12.5381117,-70.0515217,11.51,11.51,7.159170244603299,2,0,0.41999999999999993,29899,4039,43291.457035196785,5690,0,82919.45703519679,0,0.0042216243602963485,0.011246407295829474,115.35506342399478,53.03610773025985,0,55.95837421015215
